mainid,midid,lastid,lastname,eduid,result,n_lastname,jeiba_lastname
3,307,30703,藝術史學系,210703,藝術史(Na) 學系(Na),藝術史 學系,藝術史 學系
3,307,30704,藝術史與藝術評論研究所,210704,藝術史(Na) 藝術(Na) 評論(Na) 研究所(Nc),藝術史 藝術 評論 研究所,藝術史 與 藝術 評論 研究所
3,307,30705,環境與藝術研究所,210705,環境(Na) 藝術(Na) 研究所(Nc),環境 藝術 研究所,環境 與 藝術 研究所
3,307,30706,古蹟藝術修護學系,210706,古蹟(Na) 藝術(Na) 修護(VC) 學系(Na),古蹟 藝術 修護 學系,古 蹟 藝術 修護 學系
3,307,30707,音樂與表演藝術系,210707,音樂(Na) 表演(VC) 藝術系(Na),音樂 表演 藝術系,音樂 與 表演 藝術系
3,307,30707,表演藝術系,210707,表演(VC) 藝術系(Na),表演 藝術系,表演 藝術系
3,307,30708,跨領域藝術研究所,210708,領域(Na) 藝術(Na) 研究所(Nc),領域 藝術 研究所,跨 領域 藝術 研究所
3,307,30709,藝術與設計學系,210709,藝術(Na) 設計(Na) 學系(Na),藝術 設計 學系,藝術 與 設計 學系
3,307,30709,藝術與創意設計學系,210709,藝術(Na) 創意(Na) 設計(Na) 學系(Na),藝術 創意 設計 學系,藝術 與 創意 設計 學系
3,307,30710,藝術創意與發展學系,210710,藝術(Na) 創意(Na) 發展(VC) 學系(Na),藝術 創意 發展 學系,藝術 創意 與 發展 學系
3,307,30711,藝術創作理論研究所,210711,藝術(Na) 創作(Na) 理論(Na) 研究所(Nc),藝術 創作 理論 研究所,藝術 創作 理論 研究所
3,307,30712,音樂舞蹈學系,210712,音樂(Na) 舞蹈(Na) 學系(Na),音樂 舞蹈 學系,音樂 舞蹈 學系
3,307,30713,書法藝術研究所,210713,書法(Na) 藝術(Na) 研究所(Nc),書法 藝術 研究所,書法 藝術 研究所
3,307,30714,動態藝術學系,210714,動態(Na) 藝術(Na) 學系(Na),動態 藝術 學系,動態 藝術 學系
3,307,30715,藝術跨域研究所,210715,藝術(Na) 研究所(Nc),藝術 研究所,藝術 跨域 研究所
3,307,30716,藝術創意產業學系,210716,藝術(Na) 創意(Na) 產業(Na) 學系(Na),藝術 創意 產業 學系,藝術 創意 產業 學系
3,308,30801,民俗藝術研究所,210801,民俗(Na) 藝術(Na) 研究所(Nc),民俗 藝術 研究所,民俗 藝術 研究所
3,308,30802,民俗技藝學系,210802,民俗(Na) 技藝(Na) 學系(Na),民俗 技藝 學系,民俗 技藝學系
3,308,30803,傳統藝術研究所,210803,傳統(VH) 藝術(Na) 研究所(Nc),傳統 藝術 研究所,傳統 藝術 研究所
3,308,30804,民族藝術學系,210804,民族(Na) 藝術(Na) 學系(Na),民族 藝術 學系,民族 藝術 學系
3,309,30901,應用藝術學系,210901,應用(Na) 藝術(Na) 學系(Na),應用 藝術 學系,應用 藝術 學系
3,309,30901,應用藝術與設計學系,210901,應用(Na) 藝術(Na) 設計(Na) 學系(Na),應用 藝術 設計 學系,應用 藝術 與 設計 學系
3,309,30902,多媒體動畫藝術學系,210902,多媒體(Na) 動畫(Na) 藝術(Na) 學系(Na),多媒體 動畫 藝術 學系,多媒體 動畫 藝術 學系
3,309,30903,應用媒體藝術學系,210903,應用(Na) 媒體(Na) 藝術(Na) 學系(Na),應用 媒體 藝術 學系,應用 媒體 藝術 學系
3,309,30903,新媒體藝術學系,210903,媒體(Na) 藝術(Na) 學系(Na),媒體 藝術 學系,新媒體 藝術 學系
3,309,30904,藝術治療研究所,210904,藝術(Na) 治療(VC) 研究所(Nc),藝術 治療 研究所,藝術 治療 研究所
3,309,30905,科技藝術研究所,210905,科技(Na) 藝術(Na) 研究所(Nc),科技 藝術 研究所,科技 藝術 研究所
3,309,30906,藝術與造形設計學系,210906,藝術(Na) 造形(Na) 設計(Na) 學系(Na),藝術 造形 設計 學系,藝術 與 造形 設計 學系
3,309,30907,藝術與文化創意學位學程,210907,藝術(Na) 文化(Na) 創意(Na) 學位(Na) 學程(Na),藝術 文化 創意 學位 學程,藝術 與 文化 創意 學位 學程
3,309,30908,文化創意產業經營學系,210908,文化(Na) 創意(Na) 產業(Na) 經營(VC) 學系(Na),文化 創意 產業 經營 學系,文化 創意 產業 經營 學系
3,309,30909,藝術類第二專長學位學程,210989,藝術類(Na) 第二(Neu) 專長(Na) 學位(Na) 學程(Na),藝術類 第二 專長 學位 學程,藝術類 第二 專長 學位 學程
3,309,30910,新媒體藝術學系,,媒體(Na) 藝術(Na) 學系(Na),媒體 藝術 學系,新媒體 藝術 學系
3,310,31001,藝術行政與管理研究所,211001,藝術(Na) 行政(Na) 管理(Na) 研究所(Nc),藝術 行政 管理 研究所,藝術 行政 與 管理 研究所
3,310,31002,藝術管理研究所,211002,藝術(Na) 管理(Na) 研究所(Nc),藝術 管理 研究所,藝術 管理 研究所
3,310,31002,美學與藝術管理研究所,211002,美學(Na) 藝術(Na) 管理(Na) 研究所(Nc),美學 藝術 管理 研究所,美學 與 藝術 管理 研究所
3,310,31003,藝術與文化政策管理研究所,211003,藝術(Na) 文化(Na) 政策(Na) 管理(Na) 研究所(Nc),藝術 文化 政策 管理 研究所,藝術 與 文化 政策 管理 研究所
3,310,31004,文化產業學系,211004,文化(Na) 產業(Na) 學系(Na),文化 產業 學系,文化 產業 學系
3,310,31005,文化資產學系,211005,文化(Na) 資產(Na) 學系(Na),文化 資產 學系,文化 資產學系
3,310,31005,文化資產維護學系,211005,文化(Na) 資產(Na) 維護(Nv) 學系(Na),文化 資產 維護 學系,文化 資產維護 學系
3,310,31006,台灣文化產業經營學系,,台灣(Nc) 文化(Na) 產業(Na) 經營(VC) 學系(Na),台灣 文化 產業 經營 學系,台灣 文化 產業 經營 學系
3,310,31007,古物維護研究所,211007,古物(Na) 維護(Nv) 研究所(Nc),古物 維護 研究所,古物 維護 研究所
3,310,31008,音像藝術管理研究所,211008,音像(Na) 藝術(Na) 管理(Na) 研究所(Nc),音像 藝術 管理 研究所,音像 藝術 管理 研究所
3,310,31009,文創產業國際藝術學位學程,211009,文創(Na) 產業(Na) 國際(Nc) 藝術(Na) 學位(Na) 學程(Na),文創 產業 國際 藝術 學位 學程,文創 產業 國際 藝術 學位 學程
3,310,31010,藝術管理與文化政策研究所,211010,藝術(Na) 管理(Na) 文化(Na) 政策(Na) 研究所(Nc),藝術 管理 文化 政策 研究所,藝術 管理 與 文化 政策 研究所
3,310,31011,藝術管理與藝術經紀學位學程,211011,藝術(Na) 管理(Na) 藝術(Na) 經紀(Na) 學位(Na) 學程(Na),藝術 管理 藝術 經紀 學位 學程,藝術 管理 與 藝術 經紀 學位 學程
3,311,31101,材質創作與設計系,230101,材質(Na) 創作(Na) 設計系(Na),材質 創作 設計系,材質 創作 與 設計系
3,311,31102,流行工藝設計系,230102,流行(VH) 工藝(Na) 設計系(Nc),流行 工藝 設計系,流行 工藝設 計系
3,311,31103,流行設計系,230103,流行(VH) 設計系(Nc),流行 設計系,流行 設計系
3,311,31103,流行設計經營系,230103,流行(VH) 設計(Na) 經營(Nc),流行 設計 經營,流行 設計 經營系
3,311,31104,時尚設計學系,230104,時尚(Na) 設計(Na) 學系(Na),時尚 設計 學系,時尚設 計學系
3,311,31104,創意設計學系,230104,創意(Na) 設計(Na) 學系(Na),創意 設計 學系,創意 設計 學系
3,311,31104,時尚設計與管理學系,230104,時尚(Na) 設計(Na) 管理(Na) 學系(Na),時尚 設計 管理 學系,時尚 設計 與 管理 學系
3,311,31105,時尚與媒體設計研究所,230105,時尚(Na) 媒體(Na) 設計(Na) 研究所(Nc),時尚 媒體 設計 研究所,時尚 與 媒體 設計 研究所
3,311,31106,設計科學研究所,,設計(Na) 科學(Na) 研究所(Nc),設計 科學 研究所,設計 科學 研究所
3,311,31106,設計創作研究所,,設計(Na) 創作(Na) 研究所(Nc),設計 創作 研究所,設計 創作 研究所
3,311,31106,設計運算研究所,,設計(Na) 運算(Nv) 研究所(Nc),設計 運算 研究所,設計 運算 研究所
3,311,31107,設計管理學系,230107,設計(Na) 管理(Nv) 學系(Na),設計 管理 學系,設計 管理 學系
3,311,31108,創意生活設計系,230108,創意(Na) 生活(Na) 設計系(Nc),創意 生活 設計系,創意 生活 設計系
3,311,31109,創意產業設計研究所,230109,創意(Na) 產業(Na) 設計(Na) 研究所(Nc),創意 產業 設計 研究所,創意 產業 設計 研究所
3,311,31110,藝文產業設計與經營研究所,230110,產業(Na) 設計(Na) 經營(Nv) 研究所(Nc),產業 設計 經營 研究所,藝文產業 設計 與 經營 研究所
3,311,31111,創意設計系,230111,創意(Na) 設計系(Nc),創意 設計系,創意 設計系
3,311,31112,創新設計研究所,230112,創新(VC) 設計(Na) 研究所(Nc),創新 設計 研究所,創新 設計 研究所
3,311,31113,應用設計學系,230113,應用(Na) 設計(Na) 學系(Na),應用 設計 學系,應用 設計 學系
3,311,31114,造形學系,230114,造形學系(Na),造形學系,造形 學系
3,311,31114,時尚造形學系,230114,時尚(Na) 造形(Na) 學系(Na),時尚 造形 學系,時尚 造形 學系
3,311,31115,造形設計學系,230115,造形(Na) 設計(Na) 學系(Na),造形 設計 學系,造形 設計 學系
3,311,31115,造型設計學系,230115,造型(Na) 設計(Na) 學系(Na),造型 設計 學系,造型 設計 學系
3,311,31116,傳統工藝與創意設計學系,230116,傳統(VH) 工藝(Na) 創意(Na) 設計(Na) 學系(Na),傳統 工藝 創意 設計 學系,傳統 工藝 與 創意 設計 學系
3,311,31117,時尚造型設計系,230117,時尚(Na) 造型(Na) 設計(Na),時尚 造型 設計,時尚 造型 設計系
3,311,31118,數位媒體設計與管理系,230118,媒體(Na) 設計(Na) 管理(Nc),媒體 設計 管理,數位 媒體 設計 與 管理系
3,311,31119,數位文藝系,230119,文藝系(Nc),文藝系,數位 文藝系
3,311,31120,珠寶技術系,230120,珠寶(Na) 技術系(Na),珠寶 技術系,珠寶技術系
3,311,31121,國際文化設計研究所,230121,國際(Nc) 文化(Na) 設計(Na) 研究所(Nc),國際 文化 設計 研究所,國際 文化 設計 研究所
3,311,31122,互動媒體設計研究所,230122,互動(Nv) 媒體(Na) 設計(Na) 研究所(Nc),互動 媒體 設計 研究所,互動 媒體 設計 研究所
3,311,31123,創意產業與數位整合學位學程,230123,創意(Na) 產業(Na) 整合(VC) 學位(Na) 學程(Na),創意 產業 整合 學位 學程,創意 產業 與 數位 整合 學位 學程
3,311,31124,動畫遊戲設計學系,230124,動畫(Na) 遊戲(Na) 設計(Na) 學系(Na),動畫 遊戲 設計 學系,動畫 遊戲 設計 學系
3,311,31124,動畫與遊戲設計學系,230124,動畫(Na) 遊戲(Na) 設計(Na) 學系(Na),動畫 遊戲 設計 學系,動畫 與 遊戲 設計 學系
3,311,31125,時尚生活創意設計學位學程,230125,時尚(Na) 生活(Na) 創意(Na) 設計(Na) 學位(Na) 學程(Na),時尚 生活 創意 設計 學位 學程,時尚 生活 創意 設計 學位 學程
3,311,31126,創新設計與管理學位學程,230126,創新(VC) 設計(Na) 管理(Na) 學位(Na) 學程(Na),創新 設計 管理 學位 學程,創新 設計 與 管理 學位 學程
3,311,31127,遊戲藝術與設計系,230127,遊戲(Na) 藝術(Na) 設計系(Nc),遊戲 藝術 設計系,遊戲 藝術 與 設計系
3,311,31128,文化創意設計與數位整合學位學程,230128,文化(Na) 創意(Na) 設計(Na) 整合(VC) 學位(Na) 學程(Na),文化 創意 設計 整合 學位 學程,文化 創意 設計 與 數位 整合 學位 學程
3,311,31129,文化產業與創新設計研究所,230129,文化(Na) 產業(Na) 創新(VC) 設計(Na) 研究所(Nc),文化 產業 創新 設計 研究所,文化 產業 與 創新 設計 研究所
3,311,31130,珠寶系,230130,珠寶系(Nc),珠寶系,珠寶系
3,311,31131,時尚設計與創業學系,230131,時尚(Na) 設計(Na) 創業(Nv) 學系(Na),時尚 設計 創業 學系,時尚 設計 與 創業 學系
3,311,31132,數位時尚設計學系,230132,時尚(Na) 設計(Na) 學系(Na),時尚 設計 學系,數位 時 尚設 計學系
3,311,31133,遊戲與動畫設計學位學程,230133,遊戲(Na) 動畫(Na) 設計(Na) 學位(Na) 學程(Na),遊戲 動畫 設計 學位 學程,遊戲 與 動畫 設計 學位 學程
3,311,31134,遊戲創作系,230134,遊戲(Na) 創作(Na),遊戲 創作,遊戲 創作系
3,311,31137,數位媒體系,,媒體系(Na),媒體系,數位 媒體系
3,311,31138,數位媒體設計學系,,媒體(Na) 設計(Na) 學系(Na),媒體 設計 學系,數位 媒體 設計 學系
3,311,31138,多媒體設計學系,,多媒體(Na) 設計(Na) 學系(Na),多媒體 設計 學系,多媒體 設計 學系
3,311,31139,文化創意設計產業經營科,,文化(Na) 創意(Na) 設計(Na) 產業(Na) 經營(VC),文化 創意 設計 產業 經營,文化 創意 設計產業 經營科
3,312,31201,視覺設計學系,230201,視覺(Na) 設計(Na) 學系(Na),視覺 設計 學系,視覺 設計 學系
3,312,31201,視覺傳達設計學系,230201,視覺(Na) 傳達(VD) 設計(Na) 學系(Na),視覺 傳達 設計 學系,視覺 傳達設 計學系
3,312,31202,數位媒體學系,,媒體(Na) 學系(Na),媒體 學系,數位 媒體 學系
3,312,31202,應用數位媒體學系,,應用(Na) 媒體(Na) 學系(Na),應用 媒體 學系,應用 數位 媒體 學系
3,312,31203,數位媒體設計學系,230203,媒體(Na) 設計(Na) 學系(Na),媒體 設計 學系,數位 媒體 設計 學系
3,312,31203,多媒體設計學系,230203,多媒體(Na) 設計(Na) 學系(Na),多媒體 設計 學系,多媒體 設計 學系
3,312,31204,媒體設計科技學系,230204,媒體(Na) 設計(Na) 科技(Na) 學系(Na),媒體 設計 科技 學系,媒體 設計 科技 學系
3,312,31205,媒體傳達設計學系,230205,媒體(Na) 傳達(VD) 設計學系(Na),媒體 傳達 設計學系,媒體 傳達設 計學系
3,312,31206,數位設計學系,230206,設計(Na) 學系(Na),設計 學系,數位 設計 學系
3,312,31206,數位內容與動畫科技學系,230206,內容(Na) 動畫(Na) 科技(Na) 學系(Na),內容 動畫 科技 學系,數位 內容 與 動畫 科技 學系
3,312,31207,動畫媒體設計研究所,230207,動畫(Na) 媒體(Na) 設計(Na) 研究所(Nc),動畫 媒體 設計 研究所,動畫 媒體 設計 研究所
3,312,31208,多媒體動畫系,230208,多媒體(Na) 動畫系(Nc),多媒體 動畫系,多 媒體動 畫系
3,312,31209,數位影音設計系,230209,影音(Na) 設計系(Na),影音 設計系,數位 影音 設計系
3,312,31210,數位動漫設計系,230210,動漫(VH) 設計系(Nc),動漫 設計系,數位 動漫 設計系
3,312,31211,數位娛樂創意系,230211,娛樂(Na) 創意系(Na),娛樂 創意系,數位 娛樂 創意系
3,312,31212,應用數位媒體研究所,,應用(Na) 媒體(Na) 研究所(Nc),應用 媒體 研究所,應用 數位 媒體 研究所
3,313,31301,工商業設計系,230301,工商業(Na) 設計系(Nc),工商業 設計系,工商 業設 計系
3,313,31301,工商業設計技術系,230301,工商業(Na) 設計(VC) 技術(Na),工商業 設計 技術,工商 業設 計技術系
3,313,31302,商業設計學系,230302,商業(Na) 設計(Na) 學系(Na),商業 設計 學系,商業 設計 學系
3,313,31303,工業產品設計學系,230303,工業(Na) 產品(Na) 設計(Na) 學系(Na),工業 產品 設計 學系,工業 產品 設計 學系
3,313,31303,工業設計學系,230303,工業(Na) 設計(Na) 學系(Na),工業 設計 學系,工業 設計 學系
3,313,31304,生活產品設計系,230304,生活(Na) 產品(Na) 設計系(Nc),生活 產品 設計系,生活 產品 設計系
3,313,31305,玩具與遊戲設計研究所,230305,玩具(Na) 遊戲(Na) 設計(Na) 研究所(Nc),玩具 遊戲 設計 研究所,玩具 與 遊戲 設計 研究所
3,313,31306,科技商品設計系,230306,科技(Na) 商品(Na) 設計系(Nc),科技 商品 設計系,科技 商品 設計系
3,313,31307,商品設計學系,230307,商品(Na) 設計(Na) 學系(Na),商品 設計 學系,商品 設計 學系
3,313,31308,產品與建築設計研究所,230308,產品(Na) 建築(Na) 設計(Na) 研究所(Nc),產品 建築 設計 研究所,產品 與 建築 設計 研究所
3,313,31309,創意商品設計學系,230309,創意(Na) 商品(Na) 設計(Na) 學系(Na),創意 商品 設計 學系,創意 商品 設計 學系
3,313,31310,應用纖維造形系,230310,應用(Na) 纖維(Na) 造形系(Na),應用 纖維 造形系,應用 纖維 造形 系
3,313,31311,流行商品設計系,230311,流行(VH) 商品(Na) 設計系(Nc),流行 商品 設計系,流行 商品 設計系
3,313,31312,產品與媒體設計學系,230312,產品(Na) 媒體(Na) 設計(Na) 學系(Na),產品 媒體 設計 學系,產品 與 媒體 設計 學系
3,313,31313,創新產品設計系,230313,創新(VC) 產品(Na) 設計系(Nc),創新 產品 設計系,創新產品 設計系
3,313,31314,創意商品設計與管理系,230314,創意(Na) 商品(Na) 設計(Na) 管理(Na),創意 商品 設計 管理,創意 商品 設計 與 管理系
3,313,31315,流行創意商品設計學位學程,230315,流行(VH) 創意(Na) 商品(Na) 設計(Na) 學位(Na) 學程(Na),流行 創意 商品 設計 學位 學程,流行 創意 商品 設計 學位 學程
3,313,31316,商品開發與設計學系,230316,商品(Na) 開發(Nv) 設計(Na) 學系(Na),商品 開發 設計 學系,商品 開發 與 設計 學系
3,313,31317,創意產品設計學系,230317,創意(Na) 產品(Na) 設計(Na) 學系(Na),創意 產品 設計 學系,創意 產品 設計 學系
3,313,31318,商業設計經營系,230318,商業(Na) 設計(Na) 經營(Nc),商業 設計 經營,商業 設計 經營系
3,314,31401,室內設計學系,230401,設計(Na) 學系(Na),設計 學系,室 內設 計學系
3,314,31402,空間設計學系,230402,空間(Na) 設計(Na) 學系(Na),空間 設計 學系,空間 設計 學系
3,314,31403,室內與景觀設計學系,230403,景觀(Na) 設計(Na) 學系(Na),景觀 設計 學系,室 內 與 景觀 設計 學系
3,314,31404,建築與室內設計系,230404,建築(Na) 設計(Na),建築 設計,建築 與 室 內 設計系
